track_id,song_id,artist_id,artist_name,song_title,genre,song_1,song_2,song_3,centered_song_1,centered_song_2,centered_song_3,corr_song_1,corr_song_2,corr_song_3,cos_song_1,cos_song_2,cos_song_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cos_1,tfidf_cos_2,tfidf_cos_3
TRGJXTC128F4278ECC,SONTHAL12A8C135908,AR6PJ8R1187FB5AD70,Shakira,Que Me Quedes Tu,latin,Dale tiempo al rumor,Cantando,Al Natural (Amended Version),Dale tiempo al rumor,Cantando,Al Natural (Amended Version),No Hay Manera,Amor De Siempre,Grito Latino,No Hay Manera,Amor De Siempre,Grito Latino,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,No Paseis Por Alto A Los Genios,Pregon Para Iluminarse,Después De Ti,No Paseis Por Alto A Los Genios,Pregon Para Iluminarse,Después De Ti
TRQEQHH12903CA6CE5,SODBAHE12A8C132D34,AR6PJ8R1187FB5AD70,Shakira,Sombra De Ti,latin,Dale tiempo al rumor,El Negro Está Cocinando,Lloré Lloré,Dale tiempo al rumor,El Negro Está Cocinando,Lloré Lloré,Ahora Que Te Vas,Precisamente Ahora,Cosas Que Nunca Te Dije,Ahora Que Te Vas,Precisamente Ahora,Cosas Que Nunca Te Dije,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,No Te Vayas,Quien No Ha Dicho Una Mentira,Tu Pa Mi,No Te Vayas,Quien No Ha Dicho Una Mentira,Tu Pa Mi
TRXMTST12903CCD9E1,SOPVLJP12A8C1358F4,AR6PJ8R1187FB5AD70,Shakira,Te Dejo Madrid,latin,Dale tiempo al rumor,Cantando,Yakamonéyé,Dale tiempo al rumor,Cantando,Sans Rémission,Mujer Calavera,Basta De Ti,Miedo,Mujer Calavera,Basta De Ti,Miedo,Cantando,Pretendo Hablarte,Todos Quieren A Raymond,Cantando,Pretendo Hablarte,Amor Mio No Te Vayas,Suavemente,Amor Mio No Te Vayas,Quiero,Amor Mio No Te Vayas,Suavemente,Quiero
TRAQEOP12903CA65E2,SONPFMD12AB017C1B3,AR6PJ8R1187FB5AD70,Shakira,Tú,latin,Dale tiempo al rumor,Cantando,Como Y Vete,Dale tiempo al rumor,Cantando,Como Y Vete,19 De Noviembre,Tierra Sin Sol,Entre Tus Alas,19 De Noviembre,Tierra Sin Sol,Entre Tus Alas,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,19 De Noviembre,Sin Conocerte,Ni Te Llamo Ni Te Busco,19 De Noviembre,Sin Conocerte,Amame
TRSRORJ128E0791C74,SOMBFMU12A670214E6,ARDCFNZ1187FB3DDB0,Enrique Iglesias,La Chica De Ayer,latin,Move On,Horse With No Name,Dale tiempo al rumor,Move On,Horse With No Name,Dale tiempo al rumor,Miserable,Abarajame,Tu Eres Mi Luz,Miserable,Abarajame,Tu Eres Mi Luz,Dale tiempo al rumor,Cantando,Quien Me Iba A Decir,Dale tiempo al rumor,Cantando,Quien Me Iba A Decir,Eres,Magia De Amor,Lágrimas De Miel,Eres,Magia De Amor,Lágrimas De Miel
TRYDDZE128F92F3B79,SOFBLLI12A58A7D19C,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Adicto,latin,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,Obsesion (English Remix_ Album Version),Cartita de amor,Animal Nocturno,Obsesion (English Remix_ Album Version),Cartita de amor,Animal Nocturno,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Giros,Como La Primera Vez,Obsesion (English Remix_ Album Version),Giros,Como La Primera Vez,Obsesion (English Remix_ Album Version)
TREGBAS128F145EC8B,SOERVFF12A6D4F790F,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Al Despertar,latin,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,La Coqueta,Te Extrano,Buscándote,La Coqueta,Te Extrano,Buscándote,Dale tiempo al rumor,Cantando,Todos Quieren A Raymond,Dale tiempo al rumor,Cantando,Todos Quieren A Raymond,Es Por Ti,La Coqueta,Te Necesito,Es Por Ti,La Coqueta,Te Necesito
TRXQFEE128F145EC9A,SOJXCPV12A6D4F791D,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Alguien Como Tú,latin,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,Amor De Siempre,Buscándote,No Sabes Cuanto Te Quiero,Amor De Siempre,Buscándote,No Sabes Cuanto Te Quiero,Gitana,Dale tiempo al rumor,Cantando,Gitana,Dale tiempo al rumor,Cantando,Como Yo,Desde mi cielo,Virgen De Riña,Como Yo,Desde mi cielo,Virgen De Riña
TRZGBAF128F145ECA8,SOFAZCL12A58A79B38,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Inalcanzable,latin,Dale tiempo al rumor,Cantando,Hold Me Down (Album Version),Dale tiempo al rumor,Cantando,Heerlijk,Vete De Mi,Tu Me Acostumbraste,Lloro Por Ti,Vete De Mi,Tu Me Acostumbraste,Lloro Por Ti,Dale tiempo al rumor,Cantando,Todos Quieren A Raymond,Dale tiempo al rumor,Cantando,Todos Quieren A Raymond,Cosas Imposibles,Una Flor En El Desierto,Adicto,Una Flor En El Desierto,Cosas Imposibles,Adicto
TRUQGGJ128F427E02B,SOOHKUS12A8C13AB12,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Lloro Por Ti,latin,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,Vete De Mi,Fui,Por Ti Seré (You Raise Me Up),Vete De Mi,Fui,Por Ti Seré (You Raise Me Up),Dale tiempo al rumor,Todos Quieren A Raymond,Gitana,Dale tiempo al rumor,Todos Quieren A Raymond,Gitana,Amor de Tele,De Oro,Mujer Calavera,De Oro,Amor de Tele,Mujer Calavera
TRDEKRZ128E0791C7A,SOCPKAV12A670214EC,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Mamacita,latin,Dale tiempo al rumor,Cantando,El Negro Está Cocinando,Dale tiempo al rumor,Cantando,El Negro Está Cocinando,Sueño,Guaracha,La Quejosa,Sueño,Guaracha,La Quejosa,Cantando,Dale tiempo al rumor,El Semáforo,Cantando,Dale tiempo al rumor,El Semáforo,El ectoplasta,Vuelve Conmigo,Buena Vista Social Club,El ectoplasta,Buena Vista Social Club,Vuelve Conmigo
TRFFSMS128F428BC88,SOEMVNF12A8C13C53A,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Miss You,latin,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Interlude 5,I'm A Winner (Amended Album Version),I Want You,The Girls In Their Summer Dresses,Breakaway,Never Do It Again,The Girls In Their Summer Dresses,Breakaway,Never Do It Again,Interlude 5,8 Mile,I Love U In Me ( LP Version),Miss Ann,You'll Never Find Another Love Like Mine (Album Version),I Miss You,I Miss You,Miss Ann,Freedom Feels Like Lonely,I Miss You,Miss Ann,Freedom Feels Like Lonely
TRUPWID128F4215874,SOPTXAZ12AF729F789,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Para De Jugar,latin,Dale tiempo al rumor,Cantando,Por Mi Reggae Muero,Dale tiempo al rumor,Cantando,Por Mi Reggae Muero,Libre,Mujer Calavera,Madre Mia,Libre,Mujer Calavera,Madre Mia,Dale tiempo al rumor,Cantando,Por Mi Reggae Muero,Por Mi Reggae Muero,Cantando,Dale tiempo al rumor,Al Despertar,Te Quiero Porque Te Quiero,La Media Vuelta,Al Despertar,Te Quiero Porque Te Quiero,La Media Vuelta
TRIIBVP128E0792750,SOWFIVV12A6701FFBF,ARDCFNZ1187FB3DDB0,Enrique Iglesias,She Be The One,latin,Interlude 5,I'm A Winner (Amended Album Version),Man In The Mirror,Interlude 5,I'm A Winner (Amended Album Version),Man In The Mirror,She's A Runner (24-Bit Digitally Remastered 02),Carnt Be Trusted,Too Good To Be True,She's A Runner (24-Bit Digitally Remastered 02),Carnt Be Trusted,Too Good To Be True,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),She Ain't Afraid,Touch It / Technologic,Touch It / Technologic,She Ain't Afraid,1st Booty On Duty,She's A Runner (24-Bit Digitally Remastered 02),Beef Bologna,Touch It / Technologic,She's A Runner (24-Bit Digitally Remastered 02),Touch It / Technologic,Not Your Baby
TRQMXBD128F145ECA2,SONBQQE12A6D4F7922,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Trapecista,latin,Dale tiempo al rumor,Cantando,Como Y Vete,Dale tiempo al rumor,Cantando,Como Y Vete,Guacamaya,Sonrisa especial,Volar,Guacamaya,Sonrisa especial,Volar,Dale tiempo al rumor,Cantando,Todos Quieren A Raymond,Dale tiempo al rumor,Cantando,Amores Como El Tuyo,Tu Vacio,Guacamaya,Amarte Es Todo,Tu Vacio,Guacamaya,Amarte Es Todo
TREGRRQ128F145EC8D,SOMRUDM12A6D4F7911,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Tu Vacio,latin,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,Todavía Me Amas,Quien No Ha Dicho Una Mentira,No Sabes Cuanto Te Quiero,Todavía Me Amas,Quien No Ha Dicho Una Mentira,No Sabes Cuanto Te Quiero,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Dale tiempo al rumor,La ciudad nunca duerme,Cantando,Llega La Noche,Trapecista,Desde Que No Estas,Llega La Noche,Desde Que No Estas,Trapecista
TRLILBA128F42158A3,SOPPWVJ12A6D4F7915,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Volveré,latin,Dale tiempo al rumor,Lloré Lloré,Al Natural (Amended Version),Dale tiempo al rumor,Lloré Lloré,Al Natural (Amended Version),Intentalo tu,ya No,Gitano Corazon,Intentalo tu,ya No,Gitano Corazon,Dale tiempo al rumor,Cantando,Gitana,Dale tiempo al rumor,Cantando,Gitana,Obsesion (English Remix_ Album Version),Lloré Lloré,Tu Pa Mi,Obsesion (English Remix_ Album Version),Tu Pa Mi,Lloré Lloré
TRBFJPO128F4295BE3,SOZOEJC12CF5CFAD99,AR6PJ8R1187FB5AD70,Shakira,Estoy Aquí,latin,Dale tiempo al rumor,Te Vuelvo Loca,Al Natural (Amended Version),Dale tiempo al rumor,Te Vuelvo Loca,Al Natural (Amended Version),Receio do remorso,Rosas,Nêga Jurema,Receio do remorso,Rosas,Nêga Jurema,Rosas,Eu Quero Ver Gol,O Show Não Vai Parar,Rosas,Eu Quero Ver Gol,O Show Não Vai Parar,Rosas,Sampa,splash shine,Rosas,Sampa,splash shine
TRCLERB12903CBBC8D,SODKNST12D02193AD7,ARB054P1187B9AD32E,Santana,Life Is Anew,latin,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Because Of You,MAPS OF REALITY,The Awakening,Because Of You,MAPS OF REALITY,The Awakening,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Interlude 5,Because Of Love,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Because Of You,Because Of Love,New Favorite,Because Of You,Because Of Love,New Favorite
TRNXCMJ128F4295BC6,SOCYFSR12AB018C4AF,AR6PJ8R1187FB5AD70,Shakira,Donde Estas Corazon,latin,Dale tiempo al rumor,La ciudad nunca duerme,No Existe Un Lugar,Dale tiempo al rumor,La ciudad nunca duerme,No Existe Un Lugar,Nadie mas que yo (directo Las Ventas),No Mas Apartheid,Cenando En Paris,Nadie mas que yo (directo Las Ventas),No Mas Apartheid,Cenando En Paris,La ciudad nunca duerme,Todos Quieren A Raymond,Dale tiempo al rumor,La ciudad nunca duerme,Todos Quieren A Raymond,Dale tiempo al rumor,El 28,Mediterraneo,19 De Noviembre,El 28,Mediterraneo,19 De Noviembre
TRNXJGR128F93044E7,SOUGMXP12AB017C76C,AR6PJ8R1187FB5AD70,Shakira,Octavo Día,latin,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,Agua De Mayo,Y Sigo Preguntandome,Mediterraneo,Agua De Mayo,Y Sigo Preguntandome,Mediterraneo,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Dale tiempo al rumor,Enséñame A Olvidar,Agua De Mayo,Como Un Haz De Luna,Cantando,Agua De Mayo,Como Un Haz De Luna,Cantando
TRJHDIB128F92E5849,SOVJQJJ12A8C1448E7,AR6PJ8R1187FB5AD70,Shakira,Te Necesito,latin,Dale tiempo al rumor,Cantando,Te Vuelvo Loca,Dale tiempo al rumor,Cantando,Te Vuelvo Loca,Todavía Me Amas,Obsesion (English Remix_ Album Version),No Te Vayas,Todavía Me Amas,Obsesion (English Remix_ Album Version),No Te Vayas,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Es Por Ti,El 28,Volver,Es Por Ti,El 28,Mediterraneo
TRYQVKS128F4259A11,SOXVXZS12AF72ABF9F,ARB054P1187B9AD32E,Santana,Evil Ways,latin,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,Preacher On A Sunday Morning,Sweet Misery,I'll Spend My Life With You,Preacher On A Sunday Morning,Happymess,Superstar (Double Murder = Double Platinum),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Man In The Mirror,Shake 'Em On Down,Man In The Mirror,Contagious,Can't Find My Way Home,If You Really Love Me,If You Change Your Mind,Can't Find My Way Home,If You Really Love Me,If You Change Your Mind
TRSOTQI128E0789132,SOURGXB12A6701F9E5,ARJW1SP1187FB4CA51,Pink Martini,Anna (el negro zumbon),latin,Interlude 5,Hold Me Down (Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Hold Me Down (Album Version),That's What You Told Me,El Arado,A fuego lento (directo Las Ventas),U,El Arado,A fuego lento (directo Las Ventas),Nuevo Dia (New Day),La ciudad nunca duerme,Cantando,Tu Y Yo,La ciudad nunca duerme,Tu Y Yo,Grito Mundial,La Estación,Exilio,Ven,La Estación,Ven,Exilio
TRZHOUV128F9316269,SOIYPYO12AB017C8BE,ARJW1SP1187FB4CA51,Chavela Vargas,Piensa en mi,latin,Move On,Dale tiempo al rumor,Horse With No Name,Move On,Dale tiempo al rumor,Horse With No Name,La Chica De Ayer,Asi Eres Tu,Tú,La Chica De Ayer,Asi Eres Tu,Tú,Dale tiempo al rumor,Que Voy A hacer Sin Tí,Gitana,Dale tiempo al rumor,Que Voy A hacer Sin Tí,Como Duele,Después De Ti,No Voy A Cambiar,Que Voy A hacer Sin Tí,Después De Ti,No Voy A Cambiar,Que Voy A hacer Sin Tí
TRPXMGA128F42A98BA,SOGHCII12D021B3225,ARB054P1187B9AD32E,Santana,Esperando,latin,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Mellow My Man,My Baby Just Cares For Me,My Baby Just Cares For Me,Mellow My Man,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),My Baby Just Cares For Me,Waiting For My Child,Cryin',Waiting For My Child,My Baby Just Cares For Me,Cryin',Cantando,Al Natural (Amended Version),Todos Quieren A Raymond,Al Natural (Amended Version),El Semáforo,Gulere Gulere,Gulere Gulere,He Chocado Con La Vida,El Diablo,Gulere Gulere,He Chocado Con La Vida,El Diablo
TRBYMWR128F425DD8E,SOMNTDT12A8AE47628,AR65K7A1187FB4DAA4,Beyoncé,Beautiful Liar (Bello Embustero),latin,Miss You,Dale tiempo al rumor,Breakaway,Miss You,Breakaway,Dale tiempo al rumor,Vine A Decirte Adios,No Existe Un Lugar,Años Luz,Vine A Decirte Adios,No Existe Un Lugar,Años Luz,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Buenaventura Y Caney,Cruz De Navajas,Cantando,Buenaventura Y Caney,Cruz De Navajas
TRPAZDJ128F42881A1,SOGAFMO12D02199AD2,ARYN2M61187B995BD6,Juanes,Rosario Tijeras,latin,Move On,Horse With No Name,Dale tiempo al rumor,Move On,Horse With No Name,Dale tiempo al rumor,La Aristocracia del Barrio,Sol_ Playa Y Arena,El Cosechero,La Aristocracia del Barrio,Sol_ Playa Y Arena,El Cosechero,La ciudad nunca duerme,Un Montón de Estrellas,Dale tiempo al rumor,Un Montón de Estrellas,La ciudad nunca duerme,Como Duele,En Algún Rincón,Se Duerme,Me Voy,En Algún Rincón,Se Duerme,Me Voy
TRHZGZO128F9341C4A,SOAUETF12D02199708,ARLUF1T1187FB3603B,Ricardo Arjona,Animal Nocturno,latin,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Dale tiempo al rumor,Cantando,El Negro Está Cocinando,Quien No Ha Dicho Una Mentira,Don Manuel Sr. Molina,Cuando,Quien No Ha Dicho Una Mentira,Don Manuel Sr. Molina,Cuando,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Rio De La Plata,Santiago de Chile,Cuando,Rio De La Plata,Santiago de Chile,Cuando
TRDFNLR12903CB0FE4,SOFDJSB12AB0183B5B,ARGN0KR1187B991A99,Camila,Alejate De Mi,latin,Dale tiempo al rumor,Lloré Lloré,El Negro Está Cocinando,Dale tiempo al rumor,Lloré Lloré,El Negro Está Cocinando,Obsesion (English Remix_ Album Version),La Coqueta,Aqui Se Termino (Never Forever),Obsesion (English Remix_ Album Version),La Coqueta,Aqui Se Termino (Never Forever),Dale tiempo al rumor,Como Y Vete,Cantando,Dale tiempo al rumor,Como Y Vete,Cantando,Enamorado,Enséñame A Olvidar,Virgen De Riña,Enamorado,Enséñame A Olvidar,Virgen De Riña
TROBWIG12903CB0FD7,SODWRNB12AB0183B3B,ARGN0KR1187B991A99,Camila,Entre Tus Alas,latin,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,19 De Noviembre,Es Por Ti,Amor Latino,19 De Noviembre,Es Por Ti,Amor Latino,Dale tiempo al rumor,Cantando,La Dosis Perfecta,Dale tiempo al rumor,Cantando,La Dosis Perfecta,Lloro Por Ti,Llanto Lloro,Pensar En Ti,Lloro Por Ti,Llanto Lloro,Pensar En Ti
TRDWUTF12903CA9249,SODRAIV12A8C1430AB,ARGN0KR1187B991A99,Camila,Me Basto,latin,Dale tiempo al rumor,Cantando,Como Y Vete,Dale tiempo al rumor,Cantando,Como Y Vete,No Te Vayas,Te Extrano,Al Despertar,No Te Vayas,Te Extrano,Al Despertar,Dale tiempo al rumor,Cantando,Te Ando Buscando,Dale tiempo al rumor,Cantando,Te Ando Buscando,Despedida,Pierdo El Tiempo,No Me Acostumbro,Despedida,Pierdo El Tiempo,No Me Acostumbro
TRCRNBS128F9347F55,SOTOLCQ12AF729AC84,ARGN0KR1187B991A99,Camila,Va Para Ti,latin,Miss You,Breakaway,El Negro Está Cocinando,Miss You,Breakaway,El Negro Está Cocinando,Manto Estelar,La Estación,No Me Acostumbro,Manto Estelar,La Estación,No Me Acostumbro,Cantando,Gitana,Dale tiempo al rumor,Cantando,Gitana,Dale tiempo al rumor,Manto Estelar,Te Quiero Porque Te Quiero,La Novia Del Sol (La Canción de Evaluna),Manto Estelar,Te Quiero Porque Te Quiero,La Novia Del Sol (La Canción de Evaluna)
TRDYKYQ12903CAD2B8,SOCDZHG12A58A81315,AR81DGA1187B9A0A43,Reik,Fui,latin,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Lloro Por Ti,No Pense Enamorarme Otra Vez,La rabia,Lloro Por Ti,No Pense Enamorarme Otra Vez,La rabia,La ciudad nunca duerme,Cantando,Dale tiempo al rumor,La ciudad nunca duerme,No Paseis Por Alto A Los Genios,Cantando,Enamorado,Por Ti Seré (You Raise Me Up),Que Me Quedes Tu,Enamorado,Que Me Quedes Tu,Por Ti Seré (You Raise Me Up)
TRAYQRI12903CAD2A1,SOFPPPB12AB018BB18,AR81DGA1187B9A0A43,Reik,Ilusionado,latin,Dale tiempo al rumor,El Negro Está Cocinando,Cantando,Dale tiempo al rumor,El Negro Está Cocinando,Cantando,La Coqueta,Todos Quieren A Raymond,Sueño,La Coqueta,Todos Quieren A Raymond,Sueño,Todos Quieren A Raymond,Dale tiempo al rumor,Cantando,Todos Quieren A Raymond,Dale tiempo al rumor,Cantando,Llévatelo Todo (Album Version),Enzo,Todos Quieren A Raymond,Llévatelo Todo (Album Version),Enzo,Todos Quieren A Raymond
TRGFMTT12903CAD2A2,SOIKGCB12AF72A11C6,AR81DGA1187B9A0A43,Reik,Piel De Ciudad,latin,Cantando,Dale tiempo al rumor,Lloré Lloré,Cantando,Lloré Lloré,Dale tiempo al rumor,Voy A Seguir,Tu Y Yo,Alejate De Mi,Voy A Seguir,Tu Y Yo,Alejate De Mi,Cantando,Tu Y Yo,Todos Quieren A Raymond,Cantando,Tu Y Yo,Todos Quieren A Raymond,Tu Y Yo,El ectoplasta,Hazme Sentir,Tu Y Yo,El ectoplasta,Hazme Sentir
TRJXNZL128F92E54EE,SOQUZCC12A8C140463,AR81DGA1187B9A0A43,Reik,Quedate,latin,Dale tiempo al rumor,El Negro Está Cocinando,Cantando,Dale tiempo al rumor,El Negro Está Cocinando,Cantando,Ni Te Llamo Ni Te Busco,Todavía Me Amas,Aqui Se Termino (Never Forever),Ni Te Llamo Ni Te Busco,Todavía Me Amas,Aqui Se Termino (Never Forever),Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Dale tiempo al rumor,Cantando,Entra,No Voy A Cambiar,Se Te Olvido,Vuelve Conmigo,No Voy A Cambiar,Se Te Olvido,Vuelve Conmigo
TRDOVAF128F93112F7,SOLRFDT12AB0183B0D,ARU3BQ91187FB5A3D6,Animal Collective,Brother Sport,latin,Interlude 5,Man In The Mirror,Cancel (Album Version),Interlude 5,Cancel (Album Version),Acid 8000,Get Your Hands Up,In Moderation,Freestate,Get Your Hands Up,In Moderation,Freestate,The Illest Brother,She Ain't Afraid,Interlude 5,The Illest Brother,Just Another Brother,She Ain't Afraid,Far Beyond The Sun,Freestate,Door To My Heart,Far Beyond The Sun,Freestate,Door To My Heart
TRVPMSA128F9331D03,SOJQZHG12AB0185EAB,ART5MUE1187B98C961,Metallica,The Prince,metal,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I Want You,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I Want You,Interlude 5,I've Grown Accustomed To His Face,Me And The Devil,Crime,I've Grown Accustomed To His Face,Me And The Devil,Crime,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,One of Us,Marry the Devil,Corner Of The Earth,Piggy Pie,I Wish You Could Smile,Autumn,Marry the Devil,I Wish You Could Smile,Autumn,Marry the Devil
TRPCZPE12903CAF5BD,SOAVPPJ12A8C13EFBC,ARC9CR51187FB51A13,Avenged Sevenfold,Second Heartbeat,metal,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Just a Memory,A Song For You,Whereareyougoing,Just a Memory,A Song For You,Whereareyougoing,The Hourglass,8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,8 Mile,Towards Loss,It Serves Me Right To Suffer,Towards Loss,Can't Take This (Album Version),Towards Loss,Can't Take This (Album Version),A Day In The Life Of A Fool
TRNUDHG12903CAF56B,SOLFXQT12A8C13E06C,ARC9CR51187FB51A13,Avenged Sevenfold,To End The Rapture,metal,Interlude 5,One of Us,Spitfall,Interlude 5,Spitfall,One of Us,Throne Of Dark Immortals,What You Became,Apocalyptic Destroyer of Angels,Throne Of Dark Immortals,What You Became,Chimaera (Album Version),The Hourglass,It Came Upon A Midnight Clear (Album Version),Curse,It Came Upon A Midnight Clear (Album Version),City Of Angels,The Hourglass,Ev'ry Time We Say Goodbye,It Came Upon A Midnight Clear (Album Version),Apocalyptic Destroyer of Angels,Ev'ry Time We Say Goodbye,It Came Upon A Midnight Clear (Album Version),Apocalyptic Destroyer of Angels
